order_date,market,region,product_category,product,cost,inventory,net_profit,sales
2010-12-01,Wholesale,Central,Coffee,Amaretto,54,424,29,127
2010-12-01,Wholesale,Central,Coffee,Columbian,41,435,24,101
2010-12-01,Wholesale,Central,Coffee,Decaf Irish Cream,47,521,-6,112
2010-12-01,Retail,Central,Tea,Darjeeling,43,466,28,106
2010-12-01,Retail,Central,Tea,Earl Grey,55,627,-3,131
2010-12-01,Retail,Central,Herbal tea,Chamomile,41,320,30,107
2010-12-01,Retail,Central,Herbal tea,Lemon,34,863,30,85
2010-12-01,Retail,Central,Espresso,Caffe Mocha,80,1079,50,176
2010-12-01,Retail,Central,Espresso,Decaf Espresso,24,567,13,56
2010-12-01,Retail,Central,Coffee,Amaretto,65,403,22,145
2010-12-01,Retail,Central,Coffee,Columbian,105,716,20,250
2010-12-01,Retail,Central,Coffee,Decaf Irish Cream,83,575,57,195
2010-12-01,Retail,East,Tea,Darjeeling,50,898,47,123
2010-12-01,Retail,East,Tea,Green Tea,33,818,28,82
2010-12-01,Retail,East,Herbal tea,Lemon,68,619,27,153
2010-12-01,Retail,East,Herbal tea,Mint,63,1075,36,139
2010-12-01,Retail,East,Espresso,Caffe Mocha,55,627,-2,131
2010-12-01,Retail,East,Espresso,Decaf Espresso,49,392,21,114
2010-12-01,Retail,East,Coffee,Columbian,115,1166,105,289
2010-12-01,Wholesale,East,Tea,Darjeeling,30,882,26,75
2010-12-01,Wholesale,East,Tea,Green Tea,34,863,30,85
2010-12-01,Wholesale,East,Herbal tea,Chamomile,24,567,12,56
2010-12-01,Wholesale,East,Herbal tea,Lemon,65,403,23,145
2010-12-01,Wholesale,East,Herbal tea,Mint,80,1079,50,176
2010-12-01,Wholesale,East,Espresso,Caffe Mocha,105,716,21,250
2010-12-01,Wholesale,East,Espresso,Decaf Espresso,83,575,58,195
2010-12-01,Wholesale,East,Coffee,Columbian,88,817,73,221
2010-12-01,Wholesale,East,Coffee,Decaf Irish Cream,134,690,122,320
2010-12-01,Wholesale,East,Tea,Darjeeling,33,870,29,82
2010-12-01,Wholesale,East,Tea,Green Tea,29,490,25,73
2010-12-01,Wholesale,East,Herbal tea,Lemon,46,422,7,103
2010-12-01,Wholesale,East,Espresso,Caffe Mocha,47,571,-20,99
2010-12-01,Wholesale,East,Espresso,Regular Espresso,153,1319,87,306
2010-12-01,Wholesale,East,Coffee,Columbian,67,-3534,390,510
2010-12-01,Retail,East,Tea,Darjeeling,16,851,10,41
2010-12-01,Retail,East,Tea,Green Tea,0,344,32,43
2010-12-01,Retail,East,Herbal tea,Lemon,39,250,2,88
2010-12-01,Retail,East,Espresso,Caffe Mocha,49,335,-4,118
2010-12-01,Retail,East,Espresso,Regular Espresso,20,218,-16,45
2010-12-01,Retail,East,Coffee,Amaretto,52,327,37,127
2010-12-01,Retail,East,Coffee,Columbian,48,462,28,122
2010-12-01,Wholesale,East,Tea,Darjeeling,86,1003,89,210
2010-12-01,Wholesale,East,Tea,Earl Grey,123,959,133,302
2010-12-01,Wholesale,East,Tea,Green Tea,54,601,52,133
2010-12-01,Wholesale,East,Herbal tea,Lemon,294,1727,309,747
2010-12-01,Wholesale,East,Herbal tea,Mint,241,5121,-189,148
2010-12-01,Wholesale,East,Espresso,Caffe Mocha,135,3641,-224,66
2010-12-01,Wholesale,East,Espresso,Regular Espresso,250,723,312,657
2010-12-01,Wholesale,East,Coffee,Columbian,279,2642,271,699
2010-12-01,Retail,South,Coffee,Columbian,49,845,46,120
2010-12-01,Retail,South,Coffee,Decaf Irish Cream,34,863,31,85
2010-12-01,Retail,South,Herbal tea,Chamomile,94,540,77,214
2010-12-01,Retail,South,Herbal tea,Lemon,68,619,26,153
2010-12-01,Retail,South,Espresso,Caffe Latte,55,-1053,-3,131
2010-12-01,Retail,South,Espresso,Caffe Mocha,41,320,31,107
2010-12-01,Retail,South,Espresso,Decaf Espresso,43,466,27,106
2010-12-01,Retail,South,Coffee,Columbian,48,462,27,122
2010-12-01,Retail,South,Coffee,Decaf Irish Cream,92,1898,16,160
2010-12-01,Retail,South,Herbal tea,Chamomile,16,851,9,41
2010-12-01,Retail,South,Herbal tea,Lemon,31,1009,7,69
2010-12-01,Retail,South,Espresso,Caffe Latte,20,-598,-15,45
2010-12-01,Retail,South,Espresso,Caffe Mocha,49,335,-5,118
2010-12-01,Retail,South,Espresso,Decaf Espresso,38,256,12,89
2010-12-01,Retail,South,Coffee,Columbian,81,551,66,185
2010-12-01,Retail,South,Coffee,Decaf Irish Cream,33,870,28,82
2010-12-01,Retail,South,Herbal tea,Chamomile,65,403,22,145
2010-12-01,Retail,South,Herbal tea,Lemon,105,716,20,250
2010-12-01,Retail,South,Espresso,Caffe Latte,134,-2248,121,320
2010-12-01,Retail,South,Espresso,Caffe Mocha,29,490,24,73
2010-12-01,Retail,South,Espresso,Decaf Espresso,88,817,72,221
2010-12-01,Wholesale,South,Coffee,Columbian,241,1321,188,525
2010-12-01,Wholesale,South,Coffee,Decaf Irish Cream,43,531,30,99
2010-12-01,Wholesale,South,Herbal tea,Chamomile,54,424,28,127
2010-12-01,Wholesale,South,Herbal tea,Lemon,41,435,24,101
2010-12-01,Wholesale,South,Espresso,Caffe Latte,67,-1239,47,168
2010-12-01,Wholesale,South,Espresso,Caffe Mocha,123,959,133,302
2010-12-01,Wholesale,South,Espresso,Decaf Espresso,54,601,52,133
2010-12-01,Retail,West,Herbal tea,Chamomile,52,327,36,127
2010-12-01,Retail,West,Herbal tea,Lemon,48,462,28,122
2010-12-01,Retail,West,Herbal tea,Mint,92,1898,17,160
2010-12-01,Retail,West,Tea,Darjeeling,49,335,-4,118
2010-12-01,Retail,West,Tea,Earl Grey,38,256,12,89
2010-12-01,Retail,West,Tea,Green Tea,20,218,-15,45
2010-12-01,Retail,West,Coffee,Amaretto,63,1075,36,139
2010-12-01,Retail,West,Coffee,Columbian,49,392,21,114
2010-12-01,Retail,West,Coffee,Decaf Irish Cream,68,619,26,153
2010-12-01,Retail,West,Espresso,Caffe Latte,31,844,26,77
2010-12-01,Retail,West,Espresso,Caffe Mocha,94,540,77,214
2010-12-01,Retail,West,Espresso,Decaf Espresso,50,898,47,123
2010-12-01,Wholesale,West,Herbal tea,Chamomile,86,1003,89,210
2010-12-01,Wholesale,West,Herbal tea,Lemon,241,1321,188,525
2010-12-01,Wholesale,West,Herbal tea,Mint,43,531,29,99
2010-12-01,Wholesale,West,Tea,Darjeeling,123,959,134,302
2010-12-01,Wholesale,West,Tea,Earl Grey,54,601,53,133
2010-12-01,Wholesale,West,Tea,Green Tea,67,677,47,168
2010-12-01,Wholesale,West,Coffee,Amaretto,127,2947,-88,102
2010-12-01,Wholesale,West,Coffee,Columbian,279,2642,271,699
2010-12-01,Wholesale,West,Coffee,Decaf Irish Cream,224,4216,-149,192
2010-12-01,Wholesale,West,Espresso,Caffe Latte,250,1820,157,501
2010-12-01,Wholesale,West,Espresso,Caffe Mocha,135,940,31,322
2010-12-01,Wholesale,West,Espresso,Decaf Espresso,247,1744,216,576
2010-12-01,Retail,West,Herbal tea,Chamomile,135,940,32,322
2010-12-01,Retail,West,Herbal tea,Lemon,224,1191,194,534
2010-12-01,Retail,West,Herbal tea,Mint,127,830,122,312
2010-12-01,Retail,West,Tea,Darjeeling,247,1744,215,576
2010-12-01,Retail,West,Tea,Earl Grey,250,1820,157,501
2010-12-01,Retail,West,Tea,Green Tea,294,8252,-408,31
2010-12-01,Retail,West,Coffee,Columbian,39,250,1,88
2010-12-01,Retail,West,Coffee,Decaf Irish Cream,31,1009,8,69
2010-12-01,Retail,West,Espresso,Caffe Latte,0,344,31,43
2010-12-01,Retail,West,Espresso,Caffe Mocha,16,851,10,41
2010-12-01,Retail,West,Espresso,Decaf Espresso,23,807,17,58
2010-12-01,Retail,West,Herbal tea,Chamomile,24,829,19,60
2010-12-01,Retail,West,Herbal tea,Lemon,81,551,66,185
2010-12-01,Retail,West,Tea,Darjeeling,29,490,25,73
2010-12-01,Retail,West,Tea,Earl Grey,88,817,73,221
2010-12-01,Retail,West,Tea,Green Tea,134,690,121,320
2010-12-01,Retail,West,Coffee,Amaretto,47,521,-7,112
2010-12-01,Retail,West,Coffee,Columbian,41,482,1,98
2010-12-01,Retail,West,Coffee,Decaf Irish Cream,41,435,25,101
2010-12-01,Retail,West,Espresso,Caffe Latte,46,422,6,103
2010-12-01,Retail,West,Espresso,Caffe Mocha,54,424,28,127
2010-12-01,Retail,West,Espresso,Decaf Espresso,153,1319,87,306
2010-12-01,Retail,West,Herbal tea,Chamomile,115,1166,105,289
2010-12-01,Retail,West,Herbal tea,Lemon,49,845,46,120
2010-12-01,Retail,West,Tea,Darjeeling,41,320,30,107
2010-12-01,Retail,West,Tea,Earl Grey,43,466,28,106
2010-12-01,Retail,West,Tea,Green Tea,55,627,-3,131
2010-12-01,Retail,West,Coffee,Columbian,72,461,58,176
2010-12-01,Retail,West,Coffee,Decaf Irish Cream,105,716,20,250
2010-12-01,Retail,West,Espresso,Caffe Latte,24,567,13,56
2010-12-01,Retail,West,Espresso,Caffe Mocha,65,403,23,145
2010-12-01,Retail,West,Espresso,Decaf Espresso,80,1079,51,176
2011-01-01,Wholesale,Central,Herbal tea,Chamomile,170,1091,154,382
2011-01-01,Wholesale,Central,Herbal tea,Lemon,63,435,0,168
2011-01-01,Wholesale,Central,Herbal tea,Mint,60,336,51,157
2011-01-01,Wholesale,Central,Tea,Darjeeling,58,338,26,145
2011-01-01,Wholesale,Central,Tea,Earl Grey,64,965,56,157
2011-01-01,Wholesale,Central,Tea,Green Tea,44,623,47,112
2011-01-01,Wholesale,Central,Espresso,Caffe Mocha,54,456,84,150
2011-01-01,Wholesale,Central,Espresso,Decaf Espresso,72,558,83,201
2011-01-01,Wholesale,Central,Coffee,Amaretto,89,777,146,245
2011-01-01,Wholesale,Central,Coffee,Columbian,83,623,106,213
2011-01-01,Wholesale,Central,Coffee,Decaf Irish Cream,95,821,157,262
2011-01-01,Wholesale,Central,Herbal tea,Chamomile,89,777,148,245
2011-01-01,Wholesale,Central,Herbal tea,Lemon,83,623,106,213
2011-01-01,Wholesale,Central,Herbal tea,Mint,95,821,157,262
2011-01-01,Wholesale,Central,Tea,Darjeeling,54,456,83,150
2011-01-01,Wholesale,Central,Tea,Earl Grey,72,558,84,201
2011-01-01,Wholesale,Central,Espresso,Caffe Mocha,234,1310,316,611
2011-01-01,Wholesale,Central,Espresso,Decaf Espresso,228,1459,218,510
2011-01-01,Wholesale,Central,Coffee,Columbian,144,862,173,386
2011-01-01,Wholesale,Central,Coffee,Decaf Irish Cream,95,608,136,262
2011-01-01,Retail,Central,Herbal tea,Chamomile,234,1310,315,611
2011-01-01,Retail,Central,Herbal tea,Lemon,95,608,134,262
2011-01-01,Retail,Central,Tea,Darjeeling,228,1459,220,510
2011-01-01,Retail,Central,Tea,Earl Grey,245,1419,273,611
2011-01-01,Retail,Central,Espresso,Caffe Mocha,17,777,17,48
2011-01-01,Retail,Central,Espresso,Decaf Espresso,17,777,16,48
2011-01-01,Retail,Central,Coffee,Amaretto,18,821,17,50
2011-01-01,Retail,Central,Coffee,Columbian,28,965,8,69
2011-01-01,Retail,Central,Coffee,Decaf Irish Cream,23,623,19,60
2011-01-01,Retail,Central,Herbal tea,Chamomile,37,261,-17,101
2011-01-01,Retail,Central,Herbal tea,Lemon,88,525,-61,111
2011-01-01,Retail,Central,Tea,Darjeeling,35,196,14,92
2011-01-01,Retail,Central,Tea,Earl Grey,29,169,-14,73
2011-01-01,Retail,Central,Tea,Green Tea,34,197,-6,85
2011-01-01,Retail,Central,Espresso,Caffe Mocha,50,821,75,138
2011-01-01,Retail,Central,Espresso,Decaf Espresso,46,777,70,128
2011-01-01,Retail,Central,Coffee,Columbian,85,494,61,213
2011-01-01,Retail,Central,Coffee,Decaf Irish Cream,78,965,73,190
2011-01-01,Wholesale,Central,Herbal tea,Chamomile,32,456,45,90
2011-01-01,Wholesale,Central,Herbal tea,Lemon,32,821,45,90
2011-01-01,Wholesale,Central,Tea,Darjeeling,84,651,106,235
2011-01-01,Wholesale,Central,Tea,Earl Grey,84,500,104,224
2011-01-01,Wholesale,Central,Espresso,Caffe Mocha,170,1091,154,382
2011-01-01,Wholesale,Central,Espresso,Decaf Espresso,58,338,25,145
2011-01-01,Wholesale,Central,Coffee,Amaretto,60,336,53,157
2011-01-01,Wholesale,Central,Coffee,Columbian,57,364,65,157
2011-01-01,Wholesale,Central,Coffee,Decaf Irish Cream,63,435,0,168
2011-01-01,Retail,Central,Herbal tea,Chamomile,67,400,109,201
2011-01-01,Retail,Central,Herbal tea,Lemon,33,777,44,91
2011-01-01,Retail,Central,Tea,Darjeeling,61,390,73,168
2011-01-01,Retail,Central,Tea,Earl Grey,75,522,11,201
2011-01-01,Retail,Central,Espresso,Caffe Mocha,69,965,59,168
2011-01-01,Retail,Central,Espresso,Decaf Espresso,48,623,53,123
2011-01-01,Retail,Central,Coffee,Amaretto,54,312,20,134
2011-01-01,Retail,Central,Coffee,Columbian,79,551,14,213
2011-01-01,Retail,Central,Coffee,Decaf Irish Cream,77,432,79,201
2011-01-01,Retail,East,Herbal tea,Lemon,85,494,62,213
2011-01-01,Retail,East,Herbal tea,Mint,78,965,73,190
2011-01-01,Retail,East,Tea,Darjeeling,50,821,73,138
2011-01-01,Retail,East,Tea,Green Tea,38,777,55,105
2011-01-01,Retail,East,Espresso,Caffe Mocha,75,522,11,201
2011-01-01,Retail,East,Espresso,Decaf Espresso,55,312,47,145
2011-01-01,Retail,East,Coffee,Columbian,124,961,179,347
2011-01-01,Wholesale,East,Herbal tea,Chamomile,48,623,53,123
2011-01-01,Wholesale,East,Herbal tea,Lemon,54,312,20,134
2011-01-01,Wholesale,East,Herbal tea,Mint,69,965,61,168
2011-01-01,Wholesale,East,Tea,Darjeeling,32,821,44,90
2011-01-01,Wholesale,East,Tea,Green Tea,33,777,44,91
2011-01-01,Wholesale,East,Espresso,Caffe Mocha,79,551,14,213
2011-01-01,Wholesale,East,Espresso,Decaf Espresso,77,432,78,201
2011-01-01,Wholesale,East,Coffee,Columbian,84,651,106,235
2011-01-01,Wholesale,East,Coffee,Decaf Irish Cream,84,500,104,224
2011-01-01,Wholesale,East,Herbal tea,Lemon,58,338,26,145
2011-01-01,Wholesale,East,Tea,Darjeeling,32,821,45,90
2011-01-01,Wholesale,East,Tea,Green Tea,32,456,45,90
2011-01-01,Wholesale,East,Espresso,Caffe Mocha,63,435,-36,141
2011-01-01,Wholesale,East,Espresso,Regular Espresso,170,1091,156,382
2011-01-01,Wholesale,East,Coffee,Columbian,72,558,572,553
2011-01-01,Retail,East,Herbal tea,Lemon,34,197,-6,85
2011-01-01,Retail,East,Tea,Darjeeling,18,821,16,50
2011-01-01,Retail,East,Tea,Green Tea,17,777,17,48
2011-01-01,Retail,East,Espresso,Caffe Mocha,37,261,-16,101
2011-01-01,Retail,East,Espresso,Regular Espresso,29,169,-12,73
2011-01-01,Retail,East,Coffee,Amaretto,38,241,31,104
2011-01-01,Retail,East,Coffee,Columbian,48,372,39,134
2011-01-01,Wholesale,East,Herbal tea,Lemon,245,1419,173,540
2011-01-01,Wholesale,East,Herbal tea,Mint,207,965,-176,201
2011-01-01,Wholesale,East,Tea,Darjeeling,95,821,157,262
2011-01-01,Wholesale,East,Tea,Earl Grey,89,777,146,245
2011-01-01,Wholesale,East,Tea,Green Tea,54,456,84,150
2011-01-01,Wholesale,East,Espresso,Caffe Mocha,105,725,-268,68
2011-01-01,Wholesale,East,Espresso,Regular Espresso,228,1459,273,548
2011-01-01,Wholesale,East,Coffee,Columbian,271,2101,408,759
2011-01-01,Retail,South,Herbal tea,Chamomile,49,623,55,125
2011-01-01,Retail,South,Herbal tea,Lemon,85,494,62,213
2011-01-01,Retail,South,Coffee,Columbian,34,777,47,95
2011-01-01,Retail,South,Coffee,Decaf Irish Cream,33,777,44,91
2011-01-01,Retail,South,Espresso,Caffe Latte,75,522,12,201
2011-01-01,Retail,South,Espresso,Caffe Mocha,67,400,109,201
2011-01-01,Retail,South,Espresso,Decaf Espresso,61,390,75,168
2011-01-01,Retail,South,Herbal tea,Chamomile,18,821,17,50
2011-01-01,Retail,South,Herbal tea,Lemon,28,965,6,69
2011-01-01,Retail,South,Coffee,Columbian,48,372,41,134
2011-01-01,Retail,South,Coffee,Decaf Irish Cream,88,525,-61,111
2011-01-01,Retail,South,Espresso,Caffe Latte,29,169,-12,73
2011-01-01,Retail,South,Espresso,Caffe Mocha,37,261,-16,101
2011-01-01,Retail,South,Espresso,Decaf Espresso,35,196,14,92
2011-01-01,Retail,South,Herbal tea,Chamomile,54,312,20,134
2011-01-01,Retail,South,Herbal tea,Lemon,79,551,16,213
2011-01-01,Retail,South,Coffee,Columbian,44,623,45,112
2011-01-01,Retail,South,Coffee,Decaf Irish Cream,32,821,44,90
2011-01-01,Retail,South,Espresso,Caffe Latte,84,500,103,224
2011-01-01,Retail,South,Espresso,Caffe Mocha,32,456,44,90
2011-01-01,Retail,South,Espresso,Decaf Espresso,84,651,104,235
2011-01-01,Wholesale,South,Herbal tea,Chamomile,60,336,51,157
2011-01-01,Wholesale,South,Herbal tea,Lemon,57,364,65,157
2011-01-01,Wholesale,South,Coffee,Columbian,207,965,248,506
2011-01-01,Wholesale,South,Coffee,Decaf Irish Cream,83,623,106,213
2011-01-01,Wholesale,South,Espresso,Caffe Latte,72,558,83,201
2011-01-01,Wholesale,South,Espresso,Caffe Mocha,89,777,148,245
2011-01-01,Wholesale,South,Espresso,Decaf Espresso,54,456,84,150
2011-01-01,Retail,West,Herbal tea,Chamomile,38,241,33,104
2011-01-01,Retail,West,Herbal tea,Lemon,48,372,39,134
2011-01-01,Retail,West,Herbal tea,Mint,88,525,-62,111
2011-01-01,Retail,West,Tea,Darjeeling,37,261,-16,101
2011-01-01,Retail,West,Tea,Earl Grey,35,196,14,92
2011-01-01,Retail,West,Tea,Green Tea,29,169,-14,73
2011-01-01,Retail,West,Espresso,Decaf Espresso,50,821,73,138
2011-01-01,Retail,West,Coffee,Amaretto,78,965,73,190
2011-01-01,Retail,West,Coffee,Columbian,55,312,47,145
2011-01-01,Retail,West,Coffee,Decaf Irish Cream,85,494,61,213
2011-01-01,Retail,West,Espresso,Caffe Latte,46,777,69,128
2011-01-01,Retail,West,Espresso,Caffe Mocha,49,623,53,125
2011-01-01,Wholesale,West,Herbal tea,Chamomile,95,821,159,262
2011-01-01,Wholesale,West,Herbal tea,Lemon,207,965,249,506
2011-01-01,Wholesale,West,Herbal tea,Mint,83,623,104,213
2011-01-01,Wholesale,West,Tea,Darjeeling,89,777,146,245
2011-01-01,Wholesale,West,Tea,Earl Grey,54,456,84,150
2011-01-01,Wholesale,West,Tea,Green Tea,72,558,84,201
2011-01-01,Wholesale,West,Espresso,Decaf Espresso,234,1310,316,611
2011-01-01,Wholesale,West,Coffee,Amaretto,95,608,-3,162
2011-01-01,Wholesale,West,Coffee,Columbian,271,2101,408,759
2011-01-01,Wholesale,West,Coffee,Decaf Irish Cream,144,862,-182,132
2011-01-01,Wholesale,West,Espresso,Caffe Latte,228,1459,218,510
2011-01-01,Wholesale,West,Espresso,Caffe Mocha,105,725,26,280
2011-01-01,Retail,West,Herbal tea,Chamomile,105,725,25,280
2011-01-01,Retail,West,Herbal tea,Lemon,144,862,173,386
2011-01-01,Retail,West,Herbal tea,Mint,95,608,134,262
2011-01-01,Retail,West,Tea,Darjeeling,234,1310,316,611
2011-01-01,Retail,West,Tea,Earl Grey,228,1459,220,510
2011-01-01,Retail,West,Tea,Green Tea,245,1419,-552,19
2011-01-01,Retail,West,Espresso,Decaf Espresso,17,777,17,48
2011-01-01,Retail,West,Coffee,Columbian,34,197,-5,85
2011-01-01,Retail,West,Coffee,Decaf Irish Cream,28,965,6,69
2011-01-01,Retail,West,Espresso,Caffe Latte,17,777,17,48
2011-01-01,Retail,West,Espresso,Caffe Mocha,18,821,16,50
2011-01-01,Retail,West,Herbal tea,Chamomile,36,777,51,101
2011-01-01,Retail,West,Herbal tea,Lemon,44,623,45,112
2011-01-01,Retail,West,Tea,Darjeeling,32,456,44,90
2011-01-01,Retail,West,Tea,Earl Grey,84,651,106,235
2011-01-01,Retail,West,Tea,Green Tea,84,500,104,224
2011-01-01,Retail,West,Espresso,Decaf Espresso,170,1091,154,382
2011-01-01,Retail,West,Coffee,Amaretto,63,435,2,168
2011-01-01,Retail,West,Coffee,Columbian,67,400,44,179
2011-01-01,Retail,West,Coffee,Decaf Irish Cream,57,364,65,157
2011-01-01,Retail,West,Espresso,Caffe Latte,58,338,25,145
2011-01-01,Retail,West,Espresso,Caffe Mocha,60,336,51,157
2011-01-01,Retail,West,Herbal tea,Chamomile,124,961,179,347
2011-01-01,Retail,West,Herbal tea,Lemon,34,777,47,95
2011-01-01,Retail,West,Tea,Darjeeling,67,400,109,201
2011-01-01,Retail,West,Tea,Earl Grey,61,390,75,168
2011-01-01,Retail,West,Tea,Green Tea,75,522,12,201
2011-01-01,Retail,West,Espresso,Caffe Latte,48,623,55,123
2011-01-01,Retail,West,Espresso,Caffe Mocha,54,312,20,134
2011-01-01,Retail,West,Espresso,Decaf Espresso,69,965,61,168
2011-01-01,Retail,West,Coffee,Columbian,53,338,59,145
2011-01-01,Retail,West,Coffee,Decaf Irish Cream,79,551,14,213
2011-02-01,Wholesale,Central,Herbal tea,Chamomile,170,1073,147,362
2011-02-01,Wholesale,Central,Herbal tea,Lemon,54,427,-4,137
2011-02-01,Wholesale,Central,Herbal tea,Mint,60,329,49,149
2011-02-01,Wholesale,Central,Tea,Darjeeling,59,331,27,141
2011-02-01,Wholesale,Central,Tea,Earl Grey,62,958,50,145
2011-02-01,Wholesale,Central,Tea,Green Tea,44,618,45,107
2011-02-01,Wholesale,Central,Espresso,Caffe Mocha,77,449,119,201
2011-02-01,Wholesale,Central,Espresso,Decaf Espresso,75,549,88,201
2011-02-01,Wholesale,Central,Coffee,Amaretto,99,766,156,259
2011-02-01,Wholesale,Central,Coffee,Columbian,83,613,101,202
2011-02-01,Wholesale,Central,Coffee,Decaf Irish Cream,95,809,147,247
2011-02-01,Wholesale,Central,Herbal tea,Chamomile,99,766,156,259
2011-02-01,Wholesale,Central,Herbal tea,Lemon,83,613,101,202
2011-02-01,Wholesale,Central,Herbal tea,Mint,95,809,147,247
2011-02-01,Wholesale,Central,Tea,Darjeeling,77,449,117,201
2011-02-01,Wholesale,Central,Tea,Earl Grey,75,549,88,201
2011-02-01,Wholesale,Central,Espresso,Caffe Mocha,234,1282,298,581
2011-02-01,Wholesale,Central,Espresso,Decaf Espresso,228,1436,211,487
2011-02-01,Wholesale,Central,Coffee,Columbian,148,844,171,377
2011-02-01,Wholesale,Central,Coffee,Decaf Irish Cream,104,596,141,271
2011-02-01,Retail,Central,Herbal tea,Chamomile,234,1282,298,581
2011-02-01,Retail,Central,Herbal tea,Lemon,104,596,141,271
2011-02-01,Retail,Central,Tea,Darjeeling,228,1436,209,487
2011-02-01,Retail,Central,Tea,Earl Grey,240,1391,251,569
2011-02-01,Retail,Central,Espresso,Caffe Mocha,19,774,16,50
2011-02-01,Retail,Central,Espresso,Decaf Espresso,0,774,47,46
2011-02-01,Retail,Central,Coffee,Amaretto,18,818,15,48
2011-02-01,Retail,Central,Coffee,Columbian,28,961,9,67
2011-02-01,Retail,Central,Coffee,Decaf Irish Cream,23,620,18,58
2011-02-01,Retail,Central,Herbal tea,Chamomile,43,256,-12,111
2011-02-01,Retail,Central,Herbal tea,Lemon,84,625,-47,109
2011-02-01,Retail,Central,Tea,Darjeeling,35,191,13,87
2011-02-01,Retail,Central,Tea,Earl Grey,30,165,-10,72
2011-02-01,Retail,Central,Tea,Green Tea,33,193,-6,79
2011-02-01,Retail,Central,Espresso,Caffe Mocha,50,814,71,131
2011-02-01,Retail,Central,Espresso,Decaf Espresso,42,771,56,110
2011-02-01,Retail,Central,Coffee,Columbian,86,484,62,206
2011-02-01,Retail,Central,Coffee,Decaf Irish Cream,75,956,68,176
2011-02-01,Wholesale,Central,Herbal tea,Chamomile,22,452,25,60
2011-02-01,Wholesale,Central,Herbal tea,Lemon,32,817,42,85
2011-02-01,Wholesale,Central,Tea,Darjeeling,80,640,92,213
2011-02-01,Wholesale,Central,Tea,Earl Grey,86,490,105,220
2011-02-01,Wholesale,Central,Espresso,Caffe Mocha,170,1073,145,362
2011-02-01,Wholesale,Central,Espresso,Decaf Espresso,59,331,27,141
2011-02-01,Wholesale,Central,Coffee,Amaretto,60,329,49,149
2011-02-01,Wholesale,Central,Coffee,Columbian,52,357,56,136
2011-02-01,Wholesale,Central,Coffee,Decaf Irish Cream,54,427,-4,137
2011-02-01,Retail,Central,Herbal tea,Chamomile,65,372,98,185
2011-02-01,Retail,Central,Herbal tea,Lemon,47,772,64,123
2011-02-01,Retail,Central,Tea,Darjeeling,56,382,61,146
2011-02-01,Retail,Central,Tea,Earl Grey,65,513,4,165
2011-02-01,Retail,Central,Espresso,Caffe Mocha,70,957,62,164
2011-02-01,Retail,Central,Espresso,Decaf Espresso,48,617,52,117
2011-02-01,Retail,Central,Coffee,Amaretto,53,306,18,126
2011-02-01,Retail,Central,Coffee,Columbian,92,541,22,234
2011-02-01,Retail,Central,Coffee,Decaf Irish Cream,77,423,74,192
2011-02-01,Retail,East,Herbal tea,Lemon,86,484,61,206
2011-02-01,Retail,East,Herbal tea,Mint,75,956,68,176
2011-02-01,Retail,East,Tea,Darjeeling,50,814,71,131
2011-02-01,Retail,East,Tea,Green Tea,27,772,31,70
2011-02-01,Retail,East,Espresso,Caffe Mocha,65,513,4,165
2011-02-01,Retail,East,Espresso,Decaf Espresso,55,305,43,139
2011-02-01,Retail,East,Coffee,Columbian,130,945,180,346
2011-02-01,Wholesale,East,Herbal tea,Chamomile,48,617,50,117
2011-02-01,Wholesale,East,Herbal tea,Lemon,53,306,18,126
2011-02-01,Wholesale,East,Herbal tea,Mint,70,957,62,164
2011-02-01,Wholesale,East,Tea,Darjeeling,32,817,42,85
2011-02-01,Wholesale,East,Tea,Green Tea,47,772,65,123
2011-02-01,Wholesale,East,Espresso,Caffe Mocha,92,541,24,234
2011-02-01,Wholesale,East,Espresso,Decaf Espresso,77,423,76,192
2011-02-01,Wholesale,East,Coffee,Columbian,80,640,93,213
2011-02-01,Wholesale,East,Coffee,Decaf Irish Cream,86,490,105,220
2011-02-01,Wholesale,East,Herbal tea,Lemon,59,331,27,141
2011-02-01,Wholesale,East,Tea,Darjeeling,32,817,42,85
2011-02-01,Wholesale,East,Tea,Green Tea,22,452,25,60
2011-02-01,Wholesale,East,Espresso,Caffe Mocha,54,451,-6,136
2011-02-01,Wholesale,East,Espresso,Regular Espresso,170,1073,147,362
2011-02-01,Wholesale,East,Coffee,Columbian,75,235,505,501
2011-02-01,Retail,East,Herbal tea,Lemon,33,193,-6,79
2011-02-01,Retail,East,Tea,Darjeeling,18,818,16,48
2011-02-01,Retail,East,Tea,Green Tea,0,774,47,46
2011-02-01,Retail,East,Espresso,Caffe Mocha,43,256,-10,111
2011-02-01,Retail,East,Espresso,Regular Espresso,30,165,-9,72
2011-02-01,Retail,East,Coffee,Amaretto,41,236,37,108
2011-02-01,Retail,East,Coffee,Columbian,45,366,34,121
2011-02-01,Wholesale,East,Herbal tea,Lemon,240,1454,194,528
2011-02-01,Wholesale,East,Herbal tea,Mint,213,1214,-178,192
2011-02-01,Wholesale,East,Tea,Darjeeling,95,809,148,247
2011-02-01,Wholesale,East,Tea,Earl Grey,99,766,156,259
2011-02-01,Wholesale,East,Tea,Green Tea,77,449,117,201
2011-02-01,Wholesale,East,Espresso,Caffe Mocha,121,901,-301,65
2011-02-01,Wholesale,East,Espresso,Regular Espresso,228,1402,392,618
