order_date,market,region,product_category,product,estimated_cost,estimated_gross_profit,estimated_net_profit,estimated_sales,cost,inventory,gross_profit,net_profit,sales
2011-02-01,Retail,Central,Herbal tea,Chamomile,30,60,10,90,43,256,61,-12,111
2011-02-01,Retail,Central,Herbal tea,Lemon,70,10,-20,80,84,625,18,-47,109
2011-02-01,Retail,Central,Tea,Darjeeling,30,40,10,70,35,191,47,13,87
2011-02-01,Retail,Central,Tea,Earl Grey,20,30,-10,50,30,165,38,-10,72
2011-02-01,Retail,Central,Tea,Green Tea,20,40,0,60,33,193,41,-6,79
2011-02-01,Retail,Central,Espresso,Caffe Mocha,50,90,70,140,50,814,73,71,131
2011-02-01,Retail,Central,Espresso,Decaf Espresso,40,80,60,120,42,771,61,56,110
2011-02-01,Retail,Central,Coffee,Columbian,90,110,50,200,86,484,107,62,206
2011-02-01,Retail,Central,Coffee,Decaf Irish Cream,70,100,60,170,75,956,90,68,176
2011-02-01,Wholesale,Central,Herbal tea,Chamomile,10,30,30,40,22,452,34,25,60
2011-02-01,Wholesale,Central,Herbal tea,Lemon,20,50,50,70,32,817,48,42,85
2011-02-01,Wholesale,Central,Tea,Darjeeling,60,110,60,170,80,640,120,92,213
2011-02-01,Wholesale,Central,Tea,Earl Grey,70,110,70,180,86,490,120,105,220
2011-02-01,Wholesale,Central,Espresso,Caffe Mocha,190,210,140,400,170,1073,170,145,362
2011-02-01,Wholesale,Central,Espresso,Decaf Espresso,60,90,40,150,59,331,73,27,141
2011-02-01,Wholesale,Central,Coffee,Amaretto,60,80,50,140,60,329,80,49,149
2011-02-01,Wholesale,Central,Coffee,Columbian,50,80,50,130,52,357,76,56,136
2011-02-01,Wholesale,Central,Coffee,Decaf Irish Cream,50,80,20,130,54,427,75,-4,137
2011-02-01,Retail,Central,Herbal tea,Chamomile,50,100,80,150,65,372,109,98,185
2011-02-01,Retail,Central,Herbal tea,Lemon,40,60,50,100,47,772,68,64,123
2011-02-01,Retail,Central,Tea,Darjeeling,40,80,50,120,56,382,81,61,146
2011-02-01,Retail,Central,Tea,Earl Grey,50,80,10,130,65,513,90,4,165
2011-02-01,Retail,Central,Espresso,Caffe Mocha,80,100,60,180,70,957,84,62,164
2011-02-01,Retail,Central,Espresso,Decaf Espresso,50,70,50,120,48,617,62,52,117
2011-02-01,Retail,Central,Coffee,Amaretto,50,70,30,120,53,306,65,18,126
2011-02-01,Retail,Central,Coffee,Columbian,90,140,40,230,92,541,128,22,234
2011-02-01,Retail,Central,Coffee,Decaf Irish Cream,80,100,60,180,77,423,103,74,192
2011-02-01,Retail,East,Herbal tea,Lemon,60,90,50,150,86,484,107,61,206
2011-02-01,Retail,East,Herbal tea,Mint,50,70,50,120,75,956,90,68,176
2011-02-01,Retail,East,Tea,Darjeeling,50,80,60,130,50,814,73,71,131
2011-02-01,Retail,East,Tea,Green Tea,20,50,40,70,27,772,39,31,70
2011-02-01,Retail,East,Espresso,Caffe Mocha,60,90,20,150,65,513,90,4,165
2011-02-01,Retail,East,Espresso,Decaf Espresso,50,70,40,120,55,305,75,43,139
2011-02-01,Retail,East,Coffee,Columbian,120,180,130,300,130,945,195,180,346
2011-02-01,Wholesale,East,Herbal tea,Chamomile,30,50,30,80,48,617,62,50,117
2011-02-01,Wholesale,East,Herbal tea,Lemon,40,50,20,90,53,306,65,18,126
2011-02-01,Wholesale,East,Herbal tea,Mint,50,70,50,120,70,957,84,62,164
2011-02-01,Wholesale,East,Tea,Darjeeling,30,50,40,80,32,817,48,42,85
2011-02-01,Wholesale,East,Tea,Green Tea,40,80,60,120,47,772,68,65,123
2011-02-01,Wholesale,East,Espresso,Caffe Mocha,80,130,40,210,92,541,128,24,234
2011-02-01,Wholesale,East,Espresso,Decaf Espresso,70,100,60,170,77,423,103,76,192
2011-02-01,Wholesale,East,Coffee,Columbian,70,120,80,190,80,640,120,93,213
2011-02-01,Wholesale,East,Coffee,Decaf Irish Cream,80,110,70,190,86,490,120,105,220
2011-02-01,Wholesale,East,Herbal tea,Lemon,40,60,30,100,59,331,73,27,141
2011-02-01,Wholesale,East,Tea,Darjeeling,30,50,40,80,32,817,48,42,85
2011-02-01,Wholesale,East,Tea,Green Tea,20,40,30,60,22,452,34,25,60
2011-02-01,Wholesale,East,Espresso,Caffe Mocha,50,70,10,120,54,451,74,-6,136
2011-02-01,Wholesale,East,Espresso,Regular Espresso,160,170,110,330,170,1073,170,147,362
2011-02-01,Wholesale,East,Coffee,Columbian,70,370,330,440,75,235,395,505,501
2011-02-01,Retail,East,Herbal tea,Lemon,20,30,0,50,33,193,41,-6,79
2011-02-01,Retail,East,Tea,Darjeeling,10,30,20,40,18,818,27,16,48
2011-02-01,Retail,East,Tea,Green Tea,0,40,30,40,0,774,43,47,46
2011-02-01,Retail,East,Espresso,Caffe Mocha,40,60,10,100,43,256,61,-10,111
2011-02-01,Retail,East,Espresso,Regular Espresso,20,40,0,60,30,165,38,-9,72
2011-02-01,Retail,East,Coffee,Amaretto,30,60,40,90,41,236,60,37,108
2011-02-01,Retail,East,Coffee,Columbian,40,60,30,100,45,366,69,34,121
2011-02-01,Wholesale,East,Herbal tea,Lemon,180,200,110,380,240,1454,255,194,528
2011-02-01,Wholesale,East,Herbal tea,Mint,160,-20,-80,140,213,1214,-33,-178,192
2011-02-01,Wholesale,East,Tea,Darjeeling,100,150,120,250,95,809,137,148,247
2011-02-01,Wholesale,East,Tea,Earl Grey,100,160,130,260,99,766,144,156,259
2011-02-01,Wholesale,East,Tea,Green Tea,80,120,90,200,77,449,112,117,201
2011-02-01,Wholesale,East,Espresso,Caffe Mocha,110,-60,-190,50,121,901,-60,-301,65
2011-02-01,Wholesale,East,Espresso,Regular Espresso,210,350,280,560,228,1402,352,392,618
2011-02-01,Wholesale,East,Coffee,Columbian,240,370,250,610,258,2067,387,364,687
2011-02-01,Retail,South,Herbal tea,Chamomile,40,60,40,100,49,617,63,52,119
2011-02-01,Retail,South,Herbal tea,Lemon,80,100,40,180,86,484,107,62,206
2011-02-01,Retail,South,Coffee,Columbian,40,70,60,110,38,772,56,50,100
2011-02-01,Retail,South,Coffee,Decaf Irish Cream,50,90,70,140,47,772,68,65,123
2011-02-01,Retail,South,Espresso,Caffe Latte,50,80,10,130,65,342,90,3,165
2011-02-01,Retail,South,Espresso,Caffe Mocha,50,90,70,140,65,372,109,96,185
2011-02-01,Retail,South,Espresso,Decaf Espresso,40,70,50,110,56,382,81,61,146
2011-02-01,Retail,South,Herbal tea,Chamomile,10,30,20,40,18,818,27,15,48
2011-02-01,Retail,South,Herbal tea,Lemon,20,40,20,60,28,961,35,7,67
2011-02-01,Retail,South,Coffee,Columbian,50,90,50,140,45,366,69,36,121
2011-02-01,Retail,South,Coffee,Decaf Irish Cream,100,20,-20,120,84,625,18,-46,109
2011-02-01,Retail,South,Espresso,Caffe Latte,20,30,0,50,30,104,38,-10,72
2011-02-01,Retail,South,Espresso,Caffe Mocha,30,50,0,80,43,256,61,-10,111
2011-02-01,Retail,South,Espresso,Decaf Espresso,30,40,10,70,35,191,47,12,87
2011-02-01,Retail,South,Herbal tea,Chamomile,50,60,20,110,53,306,65,16,126
2011-02-01,Retail,South,Herbal tea,Lemon,80,130,40,210,92,541,128,22,234
2011-02-01,Retail,South,Coffee,Columbian,50,70,50,120,44,618,56,43,107
2011-02-01,Retail,South,Coffee,Decaf Irish Cream,40,60,50,100,32,817,48,43,85
2011-02-01,Retail,South,Espresso,Caffe Latte,70,100,70,170,86,300,120,104,220
2011-02-01,Retail,South,Espresso,Caffe Mocha,10,30,30,40,22,452,34,25,60
2011-02-01,Retail,South,Espresso,Decaf Espresso,60,110,70,170,80,640,120,93,213
2011-02-01,Wholesale,South,Herbal tea,Chamomile,50,80,50,130,60,329,80,49,149
2011-02-01,Wholesale,South,Herbal tea,Lemon,40,80,50,120,52,357,76,56,136
2011-02-01,Wholesale,South,Coffee,Columbian,260,320,240,580,213,942,252,243,496
2011-02-01,Wholesale,South,Coffee,Decaf Irish Cream,100,130,100,230,83,613,107,101,202
2011-02-01,Wholesale,South,Espresso,Caffe Latte,60,100,60,160,75,378,114,86,201
2011-02-01,Wholesale,South,Espresso,Caffe Mocha,80,120,100,200,99,766,144,157,259
2011-02-01,Wholesale,South,Espresso,Decaf Espresso,60,100,90,160,77,449,112,119,201
2011-02-01,Retail,West,Herbal tea,Chamomile,30,50,30,80,41,236,60,36,108
2011-02-01,Retail,West,Herbal tea,Lemon,30,70,40,100,45,366,69,36,121
2011-02-01,Retail,West,Herbal tea,Mint,70,10,-30,80,84,625,18,-46,109
2011-02-01,Retail,West,Tea,Darjeeling,20,50,10,70,43,256,61,-10,111
2011-02-01,Retail,West,Tea,Earl Grey,20,30,10,50,35,191,47,13,87
2011-02-01,Retail,West,Tea,Green Tea,10,30,10,40,30,165,38,-9,72
2011-02-01,Retail,West,Espresso,Decaf Espresso,40,70,50,110,50,814,73,71,131
2011-02-01,Retail,West,Coffee,Amaretto,90,110,70,200,75,956,90,68,176
2011-02-01,Retail,West,Coffee,Columbian,60,100,70,160,55,305,75,45,139
2011-02-01,Retail,West,Coffee,Decaf Irish Cream,100,140,80,240,86,484,107,61,206
2011-02-01,Retail,West,Espresso,Caffe Latte,40,50,30,90,42,771,61,56,110
2011-02-01,Retail,West,Espresso,Caffe Mocha,40,60,40,100,49,617,63,52,119
2011-02-01,Wholesale,West,Herbal tea,Chamomile,80,120,100,200,95,809,137,148,247
2011-02-01,Wholesale,West,Herbal tea,Lemon,180,220,160,400,213,942,252,243,496
2011-02-01,Wholesale,West,Herbal tea,Mint,70,90,60,160,83,613,107,101,202
2011-02-01,Wholesale,West,Tea,Darjeeling,60,100,90,160,99,766,144,157,259
2011-02-01,Wholesale,West,Tea,Earl Grey,50,70,60,120,77,449,112,119,201
2011-02-01,Wholesale,West,Tea,Green Tea,40,80,50,120,75,549,114,86,201
2011-02-01,Wholesale,West,Espresso,Decaf Espresso,220,300,200,520,234,1282,311,300,581
2011-02-01,Wholesale,West,Coffee,Amaretto,130,30,-20,160,104,685,28,-40,141
2011-02-01,Wholesale,West,Coffee,Columbian,320,480,360,800,258,2067,387,364,687
2011-02-01,Wholesale,West,Coffee,Decaf Irish Cream,180,-30,-110,150,148,1071,-26,-174,130
2011-02-01,Wholesale,West,Espresso,Caffe Latte,210,220,150,430,228,1436,229,211,487
2011-02-01,Wholesale,West,Espresso,Caffe Mocha,110,160,30,270,121,712,169,39,309
2011-02-01,Retail,West,Herbal tea,Chamomile,100,150,40,250,121,712,169,39,309
2011-02-01,Retail,West,Herbal tea,Lemon,120,190,120,310,148,844,206,171,377
2011-02-01,Retail,West,Herbal tea,Mint,80,140,110,220,104,596,150,140,271
2011-02-01,Retail,West,Tea,Darjeeling,150,220,150,370,234,1282,311,300,581
2011-02-01,Retail,West,Tea,Earl Grey,150,160,100,310,228,1436,229,211,487
2011-02-01,Retail,West,Tea,Green Tea,150,-150,-220,0,240,1937,-240,-508,25
2011-02-01,Retail,West,Espresso,Decaf Espresso,10,30,20,40,19,774,28,16,50
2011-02-01,Retail,West,Coffee,Columbian,40,50,10,90,33,193,41,-7,79
2011-02-01,Retail,West,Coffee,Decaf Irish Cream,30,40,20,70,28,961,35,9,67
2011-02-01,Retail,West,Espresso,Caffe Latte,0,40,30,40,0,774,43,46,46
2011-02-01,Retail,West,Espresso,Caffe Mocha,10,30,20,40,18,818,27,15,48
2011-02-01,Retail,West,Herbal tea,Chamomile,20,50,50,70,33,772,48,42,86
2011-02-01,Retail,West,Herbal tea,Lemon,30,50,30,80,44,618,56,45,107
2011-02-01,Retail,West,Tea,Darjeeling,10,20,20,30,22,452,34,25,60
2011-02-01,Retail,West,Tea,Earl Grey,50,80,50,130,80,640,120,92,213
2011-02-01,Retail,West,Tea,Green Tea,50,90,60,140,86,490,120,105,220
2011-02-01,Retail,West,Espresso,Decaf Espresso,160,160,100,320,170,1073,170,147,362
2011-02-01,Retail,West,Coffee,Amaretto,60,100,40,160,54,427,75,-6,137
2011-02-01,Retail,West,Coffee,Columbian,80,110,50,190,65,392,90,37,165
2011-02-01,Retail,West,Coffee,Decaf Irish Cream,60,100,70,160,52,357,76,56,136
2011-02-01,Retail,West,Espresso,Caffe Latte,50,70,20,120,59,331,73,27,141
2011-02-01,Retail,West,Espresso,Caffe Mocha,50,80,50,130,60,329,80,49,149
2011-02-01,Retail,West,Herbal tea,Chamomile,110,170,120,280,130,945,195,180,346
2011-02-01,Retail,West,Herbal tea,Lemon,30,50,50,80,38,772,56,50,100
2011-02-01,Retail,West,Tea,Darjeeling,40,70,40,110,65,372,109,98,185
2011-02-01,Retail,West,Tea,Earl Grey,30,60,40,90,56,382,81,61,146
2011-02-01,Retail,West,Tea,Green Tea,40,60,10,100,65,513,90,4,165
2011-02-01,Retail,West,Espresso,Caffe Latte,40,60,40,100,48,617,62,52,117
2011-02-01,Retail,West,Espresso,Caffe Mocha,50,60,20,110,53,306,65,18,126
2011-02-01,Retail,West,Espresso,Decaf Espresso,60,80,60,140,70,957,84,61,164
2011-02-01,Retail,West,Coffee,Columbian,70,100,70,170,58,331,84,65,151
2011-02-01,Retail,West,Coffee,Decaf Irish Cream,110,160,60,270,92,541,128,22,234
2011-03-01,Wholesale,Central,Herbal tea,Chamomile,130,150,100,280,162,1059,163,140,346
2011-03-01,Wholesale,Central,Herbal tea,Lemon,40,70,20,110,52,421,73,-6,133
2011-03-01,Wholesale,Central,Herbal tea,Mint,40,70,40,110,57,323,77,46,143
2011-03-01,Wholesale,Central,Tea,Darjeeling,40,70,20,110,58,325,71,24,137
2011-03-01,Wholesale,Central,Tea,Earl Grey,50,60,30,110,62,952,73,47,144
2011-03-01,Wholesale,Central,Tea,Green Tea,30,50,30,80,43,613,55,43,104
2011-03-01,Wholesale,Central,Espresso,Caffe Mocha,90,140,110,230,81,441,117,125,211
2011-03-01,Wholesale,Central,Espresso,Decaf Espresso,80,130,80,210,72,541,108,80,192
2011-03-01,Wholesale,Central,Coffee,Amaretto,90,130,100,220,87,756,126,134,227
2011-03-01,Wholesale,Central,Coffee,Columbian,80,120,90,200,84,603,109,102,206
2011-03-01,Wholesale,Central,Coffee,Decaf Irish Cream,100,140,110,240,95,799,139,150,249
2011-03-01,Wholesale,Central,Herbal tea,Chamomile,70,110,90,180,87,756,126,135,227
2011-03-01,Wholesale,Central,Herbal tea,Lemon,70,90,60,160,84,603,109,104,206
2011-03-01,Wholesale,Central,Herbal tea,Mint,80,120,100,200,95,799,139,151,249
2011-03-01,Wholesale,Central,Tea,Darjeeling,60,110,80,170,81,441,117,125,211
2011-03-01,Wholesale,Central,Tea,Earl Grey,60,90,40,150,72,541,108,79,192
2011-03-01,Wholesale,Central,Espresso,Caffe Mocha,280,380,260,660,243,1260,324,313,604
2011-03-01,Wholesale,Central,Espresso,Decaf Espresso,270,290,200,560,239,1417,239,220,509
2011-03-01,Wholesale,Central,Coffee,Columbian,160,220,140,380,154,829,213,177,391
2011-03-01,Wholesale,Central,Coffee,Decaf Irish Cream,110,170,120,280,109,585,158,151,285
2011-03-01,Retail,Central,Herbal tea,Chamomile,200,290,210,490,243,1260,324,315,604
2011-03-01,Retail,Central,Herbal tea,Lemon,90,140,110,230,109,585,158,151,285
2011-03-01,Retail,Central,Tea,Darjeeling,200,220,140,420,239,1417,239,220,509
2011-03-01,Retail,Central,Tea,Earl Grey,210,270,160,480,245,1369,301,260,582
2011-03-01,Retail,Central,Espresso,Caffe Mocha,10,30,20,40,16,772,25,13,44
2011-03-01,Retail,Central,Espresso,Decaf Espresso,0,50,40,50,0,731,43,47,46
2011-03-01,Retail,Central,Coffee,Amaretto,10,30,20,40,18,816,27,15,48
2011-03-01,Retail,Central,Coffee,Columbian,20,40,20,60,28,958,35,9,67
2011-03-01,Retail,Central,Coffee,Decaf Irish Cream,20,30,20,50,23,617,31,18,58
2011-03-01,Retail,Central,Herbal tea,Chamomile,30,60,10,90,44,251,63,-9,114
2011-03-01,Retail,Central,Herbal tea,Lemon,70,20,-10,90,88,715,18,-47,113
2011-03-01,Retail,Central,Tea,Darjeeling,30,40,10,70,36,187,49,16,91
2011-03-01,Retail,Central,Tea,Earl Grey,20,40,0,60,33,162,42,-4,80
2011-03-01,Retail,Central,Tea,Green Tea,20,40,0,60,33,190,42,-6,80
2011-03-01,Retail,Central,Espresso,Caffe Mocha,50,90,70,140,49,809,72,70,129
2011-03-01,Retail,Central,Espresso,Decaf Espresso,50,80,60,130,48,766,70,67,126
2011-03-01,Retail,Central,Coffee,Columbian,90,100,40,190,85,476,104,58,201
2011-03-01,Retail,Central,Coffee,Decaf Irish Cream,70,100,60,170,74,949,89,67,174
2011-03-01,Wholesale,Central,Herbal tea,Chamomile,10,30,30,40,21,449,32,22,56
2011-03-01,Wholesale,Central,Herbal tea,Lemon,20,40,40,60,32,813,47,42,84
2011-03-01,Wholesale,Central,Tea,Darjeeling,70,110,60,180,84,632,126,101,224
2011-03-01,Wholesale,Central,Tea,Earl Grey,70,110,70,180,89,481,125,110,228
2011-03-01,Wholesale,Central,Espresso,Caffe Mocha,180,200,130,380,162,1059,163,140,346
2011-03-01,Wholesale,Central,Espresso,Decaf Espresso,60,90,40,150,58,325,71,22,137
2011-03-01,Wholesale,Central,Coffee,Amaretto,60,80,50,140,57,323,77,47,143
2011-03-01,Wholesale,Central,Coffee,Columbian,50,70,40,120,49,351,72,52,129
2011-03-01,Wholesale,Central,Coffee,Decaf Irish Cream,50,80,20,130,52,421,73,-6,133
2011-03-01,Retail,Central,Herbal tea,Chamomile,50,90,70,140,62,346,105,93,178
2011-03-01,Retail,Central,Herbal tea,Lemon,40,60,50,100,49,767,72,70,129
2011-03-01,Retail,Central,Tea,Darjeeling,40,70,40,110,52,376,77,56,137
2011-03-01,Retail,Central,Tea,Earl Grey,50,80,10,130,63,506,87,1,160
2011-03-01,Retail,Central,Espresso,Caffe Mocha,80,100,60,180,71,950,84,61,165
2011-03-01,Retail,Central,Espresso,Decaf Espresso,50,80,60,130,49,611,63,50,119
2011-03-01,Retail,Central,Coffee,Amaretto,50,70,30,120,54,301,66,19,128
2011-03-01,Retail,Central,Coffee,Columbian,100,130,30,230,95,532,132,25,242
2011-03-01,Retail,Central,Coffee,Decaf Irish Cream,80,110,70,190,80,415,108,82,200
2011-03-01,Retail,East,Herbal tea,Lemon,60,80,40,140,85,476,104,58,201
2011-03-01,Retail,East,Herbal tea,Mint,50,70,50,120,74,949,89,68,174
2011-03-01,Retail,East,Tea,Darjeeling,50,80,60,130,49,809,72,70,129
2011-03-01,Retail,East,Tea,Green Tea,20,40,30,60,25,769,37,27,66
2011-03-01,Retail,East,Espresso,Caffe Mocha,60,80,10,140,63,506,87,0,160
2011-03-01,Retail,East,Espresso,Decaf Espresso,50,70,40,120,53,299,71,39,132
2011-03-01,Retail,East,Coffee,Columbian,110,180,130,290,123,932,186,169,329
2011-03-01,Wholesale,East,Herbal tea,Chamomile,30,50,30,80,49,611,63,52,119
2011-03-01,Wholesale,East,Herbal tea,Lemon,40,50,20,90,54,301,66,18,128
2011-03-01,Wholesale,East,Herbal tea,Mint,50,70,50,120,71,950,84,59,165
2011-03-01,Wholesale,East,Tea,Darjeeling,30,50,40,80,33,813,48,40,86
2011-03-01,Wholesale,East,Tea,Green Tea,50,80,60,130,49,767,72,70,129
2011-03-01,Wholesale,East,Coffee,Decaf Irish Cream,80,120,80,200,89,481,125,110,228
2011-03-01,Wholesale,East,Espresso,Caffe Mocha,90,130,30,220,95,532,132,25,242
2011-03-01,Wholesale,East,Espresso,Decaf Espresso,70,110,70,180,80,415,108,80,200
2011-03-01,Wholesale,East,Coffee,Columbian,80,110,70,190,84,632,126,99,224
2011-03-01,Wholesale,East,Herbal tea,Lemon,40,60,30,100,58,325,71,24,137
2011-03-01,Wholesale,East,Tea,Darjeeling,30,50,40,80,32,813,47,42,84
2011-03-01,Wholesale,East,Tea,Green Tea,20,30,20,50,21,449,32,22,56
2011-03-01,Wholesale,East,Espresso,Caffe Mocha,40,80,20,120,52,446,73,-6,133
2011-03-01,Wholesale,East,Espresso,Regular Espresso,150,160,100,310,162,1059,163,140,346
2011-03-01,Wholesale,East,Coffee,Columbian,60,400,360,460,72,-54,420,543,524
2011-03-01,Retail,East,Herbal tea,Lemon,20,30,0,50,33,190,42,-4,80
2011-03-01,Retail,East,Tea,Darjeeling,10,30,20,40,18,816,27,16,48
2011-03-01,Retail,East,Tea,Green Tea,0,40,30,40,0,731,43,47,46
2011-03-01,Retail,East,Espresso,Caffe Mocha,40,60,10,100,44,251,63,-10,114
2011-03-01,Retail,East,Espresso,Regular Espresso,30,40,0,70,33,162,42,-6,80
2011-03-01,Retail,East,Coffee,Amaretto,40,60,40,100,43,231,64,43,114
2011-03-01,Retail,East,Coffee,Columbian,40,70,40,110,47,361,72,39,127
2011-03-01,Wholesale,East,Herbal tea,Lemon,180,220,130,400,245,1471,268,209,547
2011-03-01,Wholesale,East,Herbal tea,Mint,160,-20,-80,140,214,1480,-32,-177,194
2011-03-01,Wholesale,East,Tea,Darjeeling,100,150,120,250,95,799,139,151,249
2011-03-01,Wholesale,East,Tea,Earl Grey,90,140,110,230,87,756,126,135,227
2011-03-01,Wholesale,East,Tea,Green Tea,80,130,100,210,81,441,117,123,211
2011-03-01,Wholesale,East,Espresso,Caffe Mocha,120,-60,-190,60,125,1118,-62,-309,67
2011-03-01,Wholesale,East,Espresso,Regular Espresso,220,290,210,510,239,1260,284,288,557
2011-03-01,Wholesale,East,Coffee,Columbian,250,390,270,640,270,2041,405,384,719
2011-03-01,Retail,South,Herbal tea,Chamomile,40,60,40,100,48,611,62,50,117
2011-03-01,Retail,South,Herbal tea,Lemon,80,100,40,180,85,476,104,58,201
2011-03-01,Retail,South,Coffee,Columbian,40,60,50,100,33,768,49,43,87
2011-03-01,Retail,South,Coffee,Decaf Irish Cream,60,90,70,150,49,767,72,70,129
2011-03-01,Retail,South,Espresso,Caffe Latte,50,70,0,120,63,187,87,1,160
2011-03-01,Retail,South,Espresso,Caffe Mocha,50,90,70,140,62,346,105,93,178
2011-03-01,Retail,South,Espresso,Decaf Espresso,40,70,50,110,52,376,77,56,137
2011-03-01,Retail,South,Herbal tea,Chamomile,10,30,20,40,18,816,27,15,48
2011-03-01,Retail,South,Herbal tea,Lemon,20,40,20,60,28,958,35,7,67
2011-03-01,Retail,South,Coffee,Columbian,50,90,50,140,47,361,72,39,127
2011-03-01,Retail,South,Coffee,Decaf Irish Cream,110,20,-20,130,88,715,18,-49,113
2011-03-01,Retail,South,Espresso,Caffe Latte,20,40,10,60,33,36,42,-4,80
2011-03-01,Retail,South,Espresso,Caffe Mocha,30,60,10,90,44,251,63,-10,114
2011-03-01,Retail,South,Espresso,Decaf Espresso,30,40,10,70,36,187,49,16,91
2011-03-01,Retail,South,Herbal tea,Chamomile,50,60,20,110,54,301,66,19,128
2011-03-01,Retail,South,Herbal tea,Lemon,90,130,30,220,95,532,132,25,242
2011-03-01,Retail,South,Coffee,Columbian,50,70,50,120,43,613,55,43,104
2011-03-01,Retail,South,Coffee,Decaf Irish Cream,40,50,40,90,32,813,47,40,84
2011-03-01,Retail,South,Espresso,Caffe Latte,70,110,80,180,89,94,125,110,228
2011-03-01,Retail,South,Espresso,Caffe Mocha,10,30,30,40,21,449,32,22,56
2011-03-01,Retail,South,Espresso,Decaf Espresso,70,110,70,180,84,632,126,101,224
2011-03-01,Wholesale,South,Herbal tea,Chamomile,50,80,50,130,57,323,77,46,143
2011-03-01,Wholesale,South,Herbal tea,Lemon,40,70,40,110,49,351,72,52,129
2011-03-01,Wholesale,South,Coffee,Columbian,260,320,240,580,214,923,253,246,498
2011-03-01,Wholesale,South,Coffee,Decaf Irish Cream,100,140,110,240,84,603,109,104,206
2011-03-01,Wholesale,South,Espresso,Caffe Latte,60,90,50,150,72,189,108,80,192
2011-03-01,Wholesale,South,Espresso,Caffe Mocha,70,110,90,180,87,756,126,135,227
2011-03-01,Wholesale,South,Espresso,Decaf Espresso,60,110,90,170,81,441,117,125,211
2011-03-01,Retail,West,Herbal tea,Chamomile,30,60,40,90,43,231,64,42,114
2011-03-01,Retail,West,Herbal tea,Lemon,40,60,30,100,47,361,72,39,127
2011-03-01,Retail,West,Herbal tea,Mint,70,20,-20,90,88,715,18,-47,113
2011-03-01,Retail,West,Tea,Darjeeling,20,50,10,70,44,251,63,-10,114
2011-03-01,Retail,West,Tea,Earl Grey,20,30,10,50,36,187,49,15,91
2011-03-01,Retail,West,Tea,Green Tea,20,30,10,50,33,162,42,-6,80
2011-03-01,Retail,West,Espresso,Caffe Mocha,40,60,40,100,48,611,62,50,117
2011-03-01,Retail,West,Espresso,Decaf Espresso,40,70,50,110,49,809,72,70,129
2011-03-01,Retail,West,Coffee,Amaretto,90,110,70,200,74,949,89,67,174
2011-03-01,Retail,West,Coffee,Columbian,60,90,60,150,53,299,71,39,132
2011-03-01,Retail,West,Coffee,Decaf Irish Cream,100,130,70,230,85,476,104,56,201
2011-03-01,Retail,West,Espresso,Caffe Latte,40,70,50,110,48,766,70,67,126
2011-03-01,Wholesale,West,Herbal tea,Chamomile,80,120,100,200,95,799,139,150,249
2011-03-01,Wholesale,West,Herbal tea,Lemon,180,230,170,410,214,923,253,245,498
2011-03-01,Wholesale,West,Herbal tea,Mint,70,90,60,160,84,603,109,102,206
2011-03-01,Wholesale,West,Tea,Darjeeling,50,90,80,140,87,756,126,135,227
2011-03-01,Wholesale,West,Tea,Earl Grey,50,80,70,130,81,441,117,125,211
2011-03-01,Wholesale,West,Tea,Green Tea,40,80,50,120,72,541,108,80,192
2011-03-01,Wholesale,West,Espresso,Caffe Mocha,120,160,30,280,125,700,173,40,318
2011-03-01,Wholesale,West,Espresso,Decaf Espresso,230,310,210,540,243,1260,324,313,604
2011-03-01,Wholesale,West,Coffee,Amaretto,130,20,-30,150,109,796,16,-61,133
2011-03-01,Wholesale,West,Coffee,Columbian,340,500,370,840,270,2041,405,384,719
2011-03-01,Wholesale,West,Coffee,Decaf Irish Cream,190,-40,-120,150,154,1288,-27,-180,135
2011-03-01,Wholesale,West,Espresso,Caffe Latte,220,230,150,450,239,1417,239,221,509
2011-03-01,Retail,West,Herbal tea,Chamomile,100,160,50,260,125,700,173,40,318
2011-03-01,Retail,West,Herbal tea,Lemon,130,190,120,320,154,829,213,177,391
2011-03-01,Retail,West,Herbal tea,Mint,90,140,110,230,109,585,158,151,285
2011-03-01,Retail,West,Tea,Darjeeling,160,220,150,380,243,1260,324,315,604
2011-03-01,Retail,West,Tea,Earl Grey,150,170,110,320,239,1417,239,220,509
2011-03-01,Retail,West,Tea,Green Tea,160,-160,-240,0,245,2449,-245,-505,34
2011-03-01,Retail,West,Espresso,Caffe Latte,0,40,30,40,0,731,43,46,46
2011-03-01,Retail,West,Espresso,Caffe Mocha,10,30,20,40,18,816,27,15,48
2011-03-01,Retail,West,Espresso,Decaf Espresso,10,20,10,30,16,772,25,15,44
2011-03-01,Retail,West,Coffee,Columbian,40,50,10,90,33,190,42,-6,80
2011-03-01,Retail,West,Coffee,Decaf Irish Cream,30,40,20,70,28,958,35,9,67
2011-03-01,Retail,West,Herbal tea,Chamomile,30,50,50,80,37,768,55,49,98
2011-03-01,Retail,West,Herbal tea,Lemon,30,50,30,80,43,613,55,43,104
2011-03-01,Retail,West,Tea,Darjeeling,10,20,20,30,21,449,32,24,56
2011-03-01,Retail,West,Tea,Earl Grey,50,90,60,140,84,632,126,101,224
2011-03-01,Retail,West,Tea,Green Tea,50,90,60,140,89,481,125,110,228
2011-03-01,Retail,West,Espresso,Caffe Latte,50,70,20,120,58,325,71,22,137
2011-03-01,Retail,West,Espresso,Caffe Mocha,50,70,40,120,57,323,77,47,143
